IDAluno,Turma,Plano,Faixa,Redações,Vídeos,Questões,DataMatriculada,Simulados,Tutor,Logins,Perfil,DataCancelamento,TempoMatricula,DataNascimento,AcessoAte
124408,Medicina e Extensivo 2019,FULL,Faixa Branca Grau I,0,0,0,12/12/2018 16:48:19,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,12/12/2018 16:48:19
124409,Semiextensivo 18,FULL,Faixa Branca Grau I,0,0,0,12/12/2018 16:59:54,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,31/01/2019 00:00:00
124410,Medicina e Extensivo 2019,FULL,Faixa Branca Grau I,0,0,0,12/12/2018 17:58:06,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,12/12/2018 17:58:06
124411,Medicina e Extensivo 2019,FULL,Faixa Branca Grau I,0,0,0,12/12/2018 18:34:44,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,12/12/2018 18:34:44
124412,Semiextensivo 18,FULL,Faixa Branca Grau I,0,0,0,12/12/2018 18:45:16,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,31/01/2019 00:00:00
124413,ITA e IME 2019,FULL,Faixa Branca Grau I,0,0,39,12/12/2018 19:05:05,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,12/12/2018 19:05:05
124414,ITA e IME 2019,FULL,Faixa Branca Grau I,0,0,0,12/12/2018 19:16:15,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,12/12/2018 19:16:15
124415,Medicina e Extensivo 2019,FULL,Faixa Branca Grau I,0,11,0,12/12/2018 20:01:33,0,SEM TUTOR,0,Exclusivo,N/A,N/A,17/08/1992 00:00:00,09/12/2019 03:00:00
124416,ITA e IME 2019,FULL,Faixa Branca Grau I,0,0,0,12/12/2018 20:59:37,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,12/12/2018 20:59:37
124417,ITA e IME 2019,FULL,Faixa Branca Grau I,0,0,0,12/12/2018 21:26:13,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,12/12/2018 21:26:13
124418,Medicina e Extensivo 2019,FULL,Faixa Branca Grau I,0,0,0,12/12/2018 21:34:25,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,12/12/2018 21:34:25
124419,Medicina e Extensivo 2019,FULL,Faixa Branca Grau I,0,0,0,12/12/2018 22:44:09,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,12/12/2018 22:44:09
124420,Medicina e Extensivo 2019,FULL,Faixa Branca Grau I,0,0,0,12/12/2018 22:53:43,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,12/12/2018 22:53:43
124421,ITA e IME 2019,FULL,Faixa Branca Grau I,0,0,0,12/12/2018 22:55:46,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,12/12/2018 22:55:46
124422,ITA e IME 2019,FULL,Faixa Branca Grau I,0,0,1,12/12/2018 22:56:19,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,12/12/2018 22:56:19
124423,Medicina e Extensivo 2019,FULL,Faixa Branca Grau I,0,0,0,12/12/2018 23:06:25,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,12/12/2018 23:06:25
124424,Medicina e Extensivo 2019,FULL,Faixa Branca Grau I,0,0,0,12/12/2018 23:27:33,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,12/12/2018 23:27:33
124425,ITA e IME 2019,FULL,Faixa Branca Grau I,5,111,2441,12/12/2018 23:56:15,4,COM TUTOR,3,Exclusivo,N/A,N/A,09/05/2001 00:00:00,25/12/2019 23:59:00
124426,Medicina e Extensivo 2019,FULL,Faixa Branca Grau I,0,0,0,13/12/2018 00:24:16,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,13/12/2018 00:24:16
124427,Medicina e Extensivo 2019,MONTHLY,Faixa Branca Grau I,2,0,325,13/12/2018 00:29:18,0,COM TUTOR,0,Exclusivo,27/01/2019 00:00:00,45,30/11/1991 00:00:00,27/01/2019 00:00:00
124428,Medicina e Extensivo 2019,FULL,Faixa Branca Grau I,0,0,4,13/12/2018 00:36:58,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,13/12/2018 00:36:58
124429,Semiextensivo 18,FULL,Faixa Branca Grau I,0,0,0,13/12/2018 04:20:04,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,31/01/2019 00:00:00
124430,Medicina e Extensivo 2019,FULL,Faixa Branca Grau I,0,0,0,13/12/2018 04:54:57,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,13/12/2018 04:54:57
124431,Medicina e Extensivo 2019,FULL,Faixa Branca Grau I,0,0,0,13/12/2018 08:18:40,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,13/12/2018 08:18:40
124432,ITA e IME 2019,FULL,Faixa Branca Grau I,0,63,1276,13/12/2018 09:29:21,2,COM TUTOR,0,Exclusivo,N/A,N/A,03/11/2000 00:00:00,25/12/2019 23:59:00
124433,Medicina e Extensivo 2019,FULL,Faixa Branca Grau I,0,0,0,13/12/2018 09:38:39,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,13/12/2018 09:38:39
124434,ITA e IME 2019,FULL,Faixa Branca Grau I,0,232,1319,13/12/2018 10:28:10,0,SEM TUTOR,92,Exclusivo,N/A,N/A,23/05/2003 00:00:00,13/12/2018 10:28:10
124435,ITA e IME 2019,FULL,Faixa Branca Grau I,3,486,1939,13/12/2018 10:54:35,15,COM TUTOR,2,Exclusivo,21/10/2019 13:16:59,312,14/02/2000 00:00:00,25/12/2019 23:59:00
124436,Medicina e Extensivo 2019,FULL,Faixa Branca Grau I,0,0,1,13/12/2018 11:01:58,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,13/12/2018 11:01:58
124437,ITA e IME 2019,FULL,Faixa Branca Grau I,0,0,0,13/12/2018 11:59:16,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,13/12/2018 11:59:16
124438,Medicina e Extensivo 2019,FULL,Faixa Branca Grau I,0,470,2712,13/12/2018 12:29:40,0,COM TUTOR,4,Parcial,25/10/2019 02:00:19,316,12/07/1993 00:00:00,19/12/2019 00:00:00
124439,Medicina e Extensivo 2019,FULL,Faixa Branca Grau I,0,0,0,13/12/2018 12:33:04,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,13/12/2018 12:33:04
124440,ITA e IME 2019,FULL,Faixa Branca Grau I,0,0,0,13/12/2018 12:41:11,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,13/12/2018 12:41:11
124441,Medicina e Extensivo 2019,FULL,Faixa Branca Grau I,0,0,0,13/12/2018 13:12:56,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,13/12/2018 13:12:56
124442,Medicina e Extensivo 2019,FULL,Faixa Branca Grau I,0,0,1,13/12/2018 14:07:59,0,COM TUTOR,0,Exclusivo,27/08/2019 00:00:00,256,N/A,31/01/2020 23:59:00
124443,Medicina e Extensivo 2019,FULL,Faixa Branca Grau I,0,0,1,13/12/2018 14:54:44,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,13/12/2018 14:54:44
124444,Medicina e Extensivo 2019,MONTHLY,Faixa Branca Grau I,0,66,348,13/12/2018 15:02:10,0,COM TUTOR,0,Parcial,24/08/2019 00:00:00,253,14/11/1994 00:00:00,24/08/2019 00:00:00
124445,Medicina e Extensivo 2019,FULL,Faixa Branca Grau I,0,0,1,13/12/2018 15:14:05,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,13/12/2018 15:14:05
124446,Medicina e Extensivo 2019,FULL,Faixa Branca Grau I,0,0,0,13/12/2018 15:16:21,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,13/12/2018 15:16:21
124447,Medicina e Extensivo 2019,FULL,Faixa Branca Grau I,0,0,0,13/12/2018 15:41:10,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,13/12/2018 15:41:10
124448,ITA e IME 2019,MONTHLY,Faixa Branca Grau I,0,0,202,13/12/2018 16:13:51,0,COM TUTOR,0,Exclusivo,21/01/2019 00:00:00,38,N/A,18/01/2019 00:00:00
124449,Medicina e Extensivo 2019,FULL,Faixa Branca Grau I,0,0,0,13/12/2018 16:32:58,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,13/12/2018 16:32:58
124450,ITA e IME 2019,FULL,Faixa Branca Grau I,0,0,0,13/12/2018 16:33:47,0,SEM TUTOR,0,Exclusivo,N/A,N/A,04/03/1998 00:00:00,13/12/2018 16:33:47
124451,Medicina e Extensivo 2019,FULL,Faixa Branca Grau I,0,0,0,13/12/2018 16:35:11,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,13/12/2018 16:35:11
124452,ITA e IME 2019,FULL,Faixa Branca Grau I,0,792,643,13/12/2018 16:37:43,1,COM TUTOR,29,Exclusivo,N/A,N/A,N/A,25/12/2019 23:59:00
124453,Medicina e Extensivo 2019,FULL,Faixa Branca Grau I,0,0,0,13/12/2018 16:43:03,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,13/12/2018 16:43:03
124454,Medicina e Extensivo 2019,FULL,Faixa Branca Grau I,0,501,575,7/2/2019 22:12:24,2,COM TUTOR,24,Parcial,N/A,N/A,23/11/2001 00:00:00,31/01/2020 23:59:00
124455,Semiextensivo 18,FULL,Faixa Branca Grau I,0,0,0,13/12/2018 16:54:19,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,31/01/2019 00:00:00
124456,ITA e IME 2019,FULL,Faixa Branca Grau I,0,0,25,13/12/2018 17:14:49,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,13/12/2018 17:14:49
124457,ITA e IME 2019,FULL,Faixa Branca Grau I,0,0,0,13/12/2018 17:16:33,0,SEM TUTOR,2,Exclusivo,N/A,N/A,07/08/2001 00:00:00,13/12/2018 17:16:33
124458,Medicina e Extensivo 2019,FULL,Faixa Branca Grau I,0,0,0,13/12/2018 17:24:01,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,13/12/2018 17:24:01
124459,Semiextensivo 18,FULL,Faixa Branca Grau I,0,0,0,13/12/2018 17:25:02,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,31/01/2019 00:00:00
124460,ITA e IME 2019,FULL,Faixa Branca Grau I,0,0,27,13/12/2018 17:28:05,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,13/12/2018 17:28:05
124461,ITA e IME 2019,FULL,Faixa Branca Grau I,0,0,0,13/12/2018 18:09:13,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,13/12/2018 18:09:13
124462,ITA e IME 2019,FULL,Faixa Branca Grau I,0,0,0,13/12/2018 18:16:47,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,13/12/2018 18:16:47
124463,ITA e IME 2019,FULL,Faixa Branca Grau I,0,0,1,13/12/2018 18:21:30,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,13/12/2018 18:21:30
124464,Medicina e Extensivo 2019,FULL,Faixa Branca Grau I,0,0,0,13/12/2018 18:39:33,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,13/12/2018 18:39:33
124465,ITA e IME 2019,FULL,Faixa Branca Grau I,5,185,1056,13/12/2018 18:50:30,4,COM TUTOR,20,Exclusivo,N/A,N/A,21/12/2001 00:00:00,25/12/2019 23:59:00
124466,Medicina e Extensivo 2019,FULL,Faixa Branca Grau I,0,0,0,13/12/2018 19:24:51,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,13/12/2018 19:24:51
124467,ITA e IME 2019,FULL,Faixa Branca Grau I,0,0,0,13/12/2018 19:54:51,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,13/12/2018 19:54:51
124468,Medicina e Extensivo 2019,FULL,Faixa Branca Grau I,0,0,0,13/12/2018 20:25:42,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,13/12/2018 20:25:42
124469,Medicina e Extensivo 2019,FULL,Faixa Branca Grau I,0,0,0,13/12/2018 20:35:35,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,13/12/2018 20:35:35
124470,Medicina e Extensivo 2019,MONTHLY,Faixa Branca Grau I,1,0,215,8/2/2019 09:44:58,1,COM TUTOR,0,Exclusivo,11/03/2019 00:00:00,31,16/03/1999 00:00:00,08/03/2019 00:00:00
124472,Medicina e Extensivo 2019,FULL,Faixa Branca Grau I,0,0,0,13/12/2018 21:16:18,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,13/12/2018 21:16:18
124473,ITA e IME 2019,FULL,Faixa Branca Grau I,0,0,0,13/12/2018 21:29:32,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,13/12/2018 21:29:32
124474,Medicina e Extensivo 2019,FULL,Faixa Branca Grau I,0,0,22,13/12/2018 21:51:03,0,COM TUTOR,0,Exclusivo,N/A,N/A,10/03/1992 00:00:00,31/01/2020 23:59:00
124475,Medicina e Extensivo 2019,FULL,Faixa Branca Grau I,0,0,15,13/12/2018 22:05:39,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,13/12/2018 22:05:39
124476,Medicina e Extensivo 2019,FULL,Faixa Branca Grau I,0,0,0,13/12/2018 22:23:19,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,13/12/2018 22:23:19
124477,Medicina e Extensivo 2019,FULL,Faixa Branca Grau I,0,0,1,13/12/2018 23:00:50,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,13/12/2018 23:00:50
124478,Medicina e Extensivo 2019,FULL,Faixa Branca Grau I,0,0,0,13/12/2018 23:36:23,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,13/12/2018 23:36:23
124479,Medicina e Extensivo 2019,FULL,Faixa Branca Grau I,0,0,0,14/12/2018 00:22:34,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,14/12/2018 00:22:34
124480,Medicina e Extensivo 2019,FULL,Faixa Branca Grau I,0,0,0,14/12/2018 00:31:48,0,SEM TUTOR,1,Exclusivo,N/A,N/A,09/02/1998 00:00:00,14/12/2018 00:31:48
124481,ITA e IME 2019,MONTHLY,Faixa Branca Grau I,2,0,405,4/2/2019 09:39:00,3,COM TUTOR,0,Consulta,07/07/2019 00:00:00,153,20/03/2023 00:00:00,07/07/2019 00:00:00
124482,Semiextensivo 18,FULL,Faixa Branca Grau I,0,0,0,14/12/2018 03:09:01,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,31/01/2019 00:00:00
124483,Medicina e Extensivo 2019,FULL,Faixa Branca Grau I,0,0,0,14/12/2018 03:12:39,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,14/12/2018 03:12:39
124484,Semiextensivo 18,FULL,Faixa Branca Grau I,0,0,0,14/12/2018 05:39:21,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,31/01/2019 00:00:00
124485,Medicina e Extensivo 2019,FULL,Faixa Branca Grau I,0,0,0,14/12/2018 06:09:25,0,SEM TUTOR,0,Exclusivo,N/A,N/A,22/11/1994 00:00:00,14/12/2018 06:09:25
124486,Medicina e Extensivo 2019,FULL,Faixa Branca Grau I,0,0,0,14/12/2018 09:18:31,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,14/12/2018 09:18:31
124487,Medicina e Extensivo 2019,FULL,Faixa Branca Grau I,0,0,0,14/12/2018 09:22:03,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,14/12/2018 09:22:03
124488,ITA e IME 2019,FULL,Faixa Branca Grau I,0,0,0,14/12/2018 09:49:43,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,14/12/2018 09:49:43
124489,ITA e IME 2019,FULL,Faixa Branca Grau I,0,0,0,14/12/2018 10:12:25,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,14/12/2018 10:12:25
124490,Medicina e Extensivo 2019,FULL,Faixa Branca Grau I,0,0,0,14/12/2018 10:13:00,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,14/12/2018 10:13:00
124491,ITA e IME 2019,FULL,Faixa Branca Grau I,0,1,111,14/12/2018 10:18:53,0,COM TUTOR,0,Exclusivo,29/10/2019 07:18:19,319,26/08/2002 00:00:00,25/12/2019 23:59:00
124492,ITA e IME 2019,FULL,Faixa Branca Grau I,0,0,12,14/12/2018 10:20:53,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,16/12/2018 10:20:53
124493,Medicina e Extensivo 2019,FULL,Faixa Branca Grau I,20,997,3465,14/12/2018 10:25:47,12,COM TUTOR,22,Parcial,25/10/2019 07:59:58,315,07/01/2000 00:00:00,31/01/2020 23:59:00
124494,Semiextensivo 18,FULL,Faixa Branca Grau I,0,0,0,14/12/2018 10:27:25,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,31/01/2019 00:00:00
124495,Semiextensivo 18,FULL,Faixa Branca Grau I,0,0,0,14/12/2018 11:10:59,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,31/01/2019 00:00:00
124496,Medicina e Extensivo 2019,FULL,Faixa Branca Grau I,0,0,0,14/12/2018 11:19:44,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,14/12/2018 11:19:44
124497,Medicina e Extensivo 2019,FULL,Faixa Branca Grau I,0,0,1,14/12/2018 11:42:32,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,14/12/2018 11:42:32
124498,Medicina e Extensivo 2019,FULL,Faixa Branca Grau I,0,0,0,14/12/2018 11:57:23,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,14/12/2018 11:57:23
124499,Medicina e Extensivo 2019,FULL,Faixa Branca Grau I,0,0,0,14/12/2018 13:16:40,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,14/12/2018 13:16:40
124500,ITA e IME 2019,FULL,Faixa Branca Grau I,0,0,0,14/12/2018 13:41:10,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,14/12/2018 13:41:10
124501,Medicina e Extensivo 2019,FULL,Faixa Branca Grau I,0,0,0,14/12/2018 14:01:00,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,14/12/2018 14:01:00
124502,ITA e IME 2019,MONTHLY,Faixa Branca Grau I,4,0,1140,14/12/2018 14:20:22,0,COM TUTOR,0,Exclusivo,18/02/2019 00:00:00,65,N/A,14/03/2019 00:00:00
124503,Semiextensivo 18,FULL,Faixa Branca Grau I,0,0,0,14/12/2018 14:27:32,0,SEM TUTOR,0,Exclusivo,N/A,N/A,04/11/1990 00:00:00,31/01/2019 00:00:00
124504,Medicina e Extensivo 2019,FULL,Faixa Branca Grau I,0,0,0,14/12/2018 14:41:11,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,14/12/2018 14:41:11
124505,Medicina e Extensivo 2019,FULL,Faixa Branca Grau I,0,0,9,14/12/2018 14:56:51,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,14/12/2018 14:56:51
124506,ITA e IME 2019,FULL,Faixa Branca Grau I,2,333,1984,14/12/2018 15:31:32,4,COM TUTOR,0,Exclusivo,23/10/2019 22:40:38,313,23/12/2001 00:00:00,25/12/2019 23:59:00
124507,Medicina e Extensivo 2019,FULL,Faixa Branca Grau I,0,0,0,14/12/2018 15:39:34,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,14/12/2018 15:39:34
124508,ITA e IME 2019,MONTHLY,Faixa Branca Grau I,0,0,278,14/12/2018 15:59:30,1,COM TUTOR,0,Exclusivo,14/05/2019 00:00:00,150,19/08/2031 00:00:00,14/02/2019 00:00:00
124509,Medicina e Extensivo 2019,MONTHLY,Faixa Branca Grau I,25,0,5898,14/12/2018 16:29:28,2,COM TUTOR,0,Exclusivo,03/09/2019 00:00:00,262,26/06/2001 00:00:00,03/09/2019 00:00:00
124510,Medicina e Extensivo 2019,FULL,Faixa Branca Grau I,0,82,1724,14/12/2018 16:45:05,2,COM TUTOR,11,Parcial,N/A,N/A,09/01/1998 00:00:00,31/01/2020 00:00:00
124511,Medicina e Extensivo 2019,FULL,Faixa Branca Grau I,0,0,0,14/12/2018 16:48:01,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,14/12/2018 16:48:01
124512,ITA e IME 2019,MONTHLY,Faixa Branca Grau I,9,882,5641,14/12/2018 16:52:47,37,COM TUTOR,124,Exclusivo,N/A,N/A,18/11/1999 00:00:00,04/01/2020 15:00:00
124513,Medicina e Extensivo 2019,FULL,Faixa Branca Grau I,0,0,0,14/12/2018 17:17:19,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,14/12/2018 17:17:19
124514,Medicina e Extensivo 2019,FULL,Faixa Branca Grau I,0,0,0,14/12/2018 17:32:28,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,14/12/2018 17:32:28
124515,Medicina e Extensivo 2019,FULL,Faixa Branca Grau I,0,0,0,14/12/2018 17:48:31,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,14/12/2018 17:48:31
124516,Medicina e Extensivo 2019,FULL,Faixa Branca Grau I,0,0,0,14/12/2018 18:51:14,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,14/12/2018 18:51:14
124517,ITA e IME 2019,FULL,Faixa Branca Grau I,0,0,0,14/12/2018 19:02:15,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,14/12/2018 19:02:15
124518,Medicina e Extensivo 2019,FULL,Faixa Branca Grau I,0,0,16,14/12/2018 19:34:25,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,14/12/2018 19:34:25
124519,Medicina e Extensivo 2019,FULL,Faixa Branca Grau I,14,121,1570,14/12/2018 19:37:01,5,COM TUTOR,7,Exclusivo,N/A,N/A,02/03/1998 00:00:00,31/01/2020 23:59:00
124520,ITA e IME 2019,FULL,Faixa Branca Grau I,0,0,4,14/12/2018 20:11:39,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,14/12/2018 20:11:39
124521,Medicina e Extensivo 2019,FULL,Faixa Branca Grau I,0,53,1575,14/12/2018 20:49:04,0,COM TUTOR,40,Exclusivo,28/11/2019 02:38:14,348,05/08/2003 00:00:00,24/12/2019 15:00:00
124522,Medicina e Extensivo 2019,FULL,Faixa Branca Grau I,0,0,0,14/12/2018 21:28:24,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,14/12/2018 21:28:24
124523,ITA e IME 2019,FULL,Faixa Branca Grau I,0,0,18,14/12/2018 22:56:02,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,14/12/2018 22:56:02
124524,Semiextensivo 18,FULL,Faixa Branca Grau I,0,0,0,15/12/2018 00:01:15,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,31/01/2019 00:00:00
124525,Medicina e Extensivo 2019,FULL,Faixa Branca Grau I,0,0,0,15/12/2018 00:03:48,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,15/12/2018 00:03:48
124526,Medicina e Extensivo 2019,FULL,Faixa Branca Grau I,0,0,0,15/12/2018 00:35:13,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,15/12/2018 00:35:13
124527,Medicina e Extensivo 2019,FULL,Faixa Branca Grau I,0,0,1,15/12/2018 00:49:10,0,COM TUTOR,0,Exclusivo,N/A,N/A,N/A,31/01/2020 23:59:00
124528,ITA e IME 2019,FULL,Faixa Branca Grau I,0,0,0,15/12/2018 02:57:16,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,15/12/2018 02:57:16
124529,Semiextensivo 18,FULL,Faixa Branca Grau I,0,0,0,15/12/2018 03:12:41,0,SEM TUTOR,0,Exclusivo,N/A,N/A,19/04/2029 00:00:00,31/01/2019 00:00:00
124530,Medicina e Extensivo 2019,FULL,Faixa Branca Grau I,0,0,0,15/12/2018 08:37:34,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,15/12/2018 08:37:34
124531,Medicina e Extensivo 2019,FULL,Faixa Branca Grau I,0,1613,2484,30/1/2019 10:17:23,0,COM TUTOR,26,Exclusivo,N/A,N/A,26/03/1985 00:00:00,31/01/2020 23:59:00
124532,ITA e IME 2019,FULL,Faixa Branca Grau I,0,0,0,15/12/2018 09:19:32,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,15/12/2018 09:19:32
124533,Medicina e Extensivo 2019,FULL,Faixa Branca Grau I,0,163,2248,15/12/2018 09:40:34,0,COM TUTOR,3,Exclusivo,25/10/2019 00:49:00,314,15/06/1971 00:00:00,31/01/2020 23:59:00
124534,Medicina e Extensivo 2019,FULL,Faixa Branca Grau I,0,0,0,15/12/2018 09:42:59,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,15/12/2018 09:42:59
124535,Medicina e Extensivo 2019,FULL,Faixa Branca Grau I,0,0,0,15/12/2018 10:11:02,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,15/12/2018 10:11:02
124536,Medicina e Extensivo 2019,FULL,Faixa Branca Grau I,0,0,0,15/12/2018 10:31:24,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,15/12/2018 10:31:24
124537,Semiextensivo 18,FULL,Faixa Branca Grau I,0,0,0,15/12/2018 10:37:16,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,31/01/2019 00:00:00
124538,Medicina e Extensivo 2019,FULL,Faixa Branca Grau I,4,152,2423,15/12/2018 12:42:12,3,COM TUTOR,0,Exclusivo,07/01/2020 11:07:29,388,06/08/1987 00:00:00,31/01/2020 23:59:00
124539,Medicina e Extensivo 2019,FULL,Faixa Branca Grau I,0,0,0,15/12/2018 12:46:21,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,15/12/2018 12:46:21
124540,Medicina e Extensivo 2019,FULL,Faixa Branca Grau I,0,0,4,15/12/2018 13:01:00,0,SEM TUTOR,0,Exclusivo,N/A,N/A,05/01/2001 00:00:00,17/12/2018 13:01:00
124541,ITA e IME 2019,FULL,Faixa Branca Grau I,0,0,219,15/12/2018 13:05:36,2,COM TUTOR,0,Exclusivo,21/10/2019 21:39:58,310,29/06/1999 00:00:00,25/12/2019 23:59:00
124542,ITA e IME 2019,FULL,Faixa Branca Grau I,0,0,0,15/12/2018 13:20:44,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,15/12/2018 13:20:44
124543,ITA e IME 2019,FULL,Faixa Branca Grau I,0,0,0,15/12/2018 13:42:17,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,15/12/2018 13:42:17
124544,ITA e IME 2019,FULL,Faixa Branca Grau I,23,1620,4451,15/12/2018 14:15:34,32,COM TUTOR,49,Exclusivo,25/10/2019 00:51:17,313,13/12/2000 00:00:00,25/12/2019 23:59:00
124545,Medicina e Extensivo 2019,MONTHLY,Faixa Branca Grau I,1,1104,2234,13/2/2019 10:51:31,8,COM TUTOR,30,Parcial,09/12/2019 15:00:00,299,21/09/1998 00:00:00,13/12/2019 00:00:00
124546,Medicina e Extensivo 2019,FULL,Faixa Branca Grau I,0,0,0,15/12/2018 15:46:45,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,15/12/2018 15:46:45
124547,Medicina e Extensivo 2019,FULL,Faixa Branca Grau I,0,0,0,15/12/2018 15:49:15,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,15/12/2018 15:49:15
124548,ITA e IME 2019,FULL,Faixa Branca Grau I,0,0,0,15/12/2018 16:48:59,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,15/12/2018 16:48:59
